Country Name,Continent,CO2 emissions (metric tons per capita),Year,CO2 emissions (kg per capita),Air pollution (deaths per 100000),Population
Malawi,Africa,0.062,2007,62.21,143.074,12625952
Malaysia,Asia,7.108,2007,7108.435,62.2,25690611
Maldives,Asia,2.596,2007,2595.682,54.245,319608
Mali,Africa,0.152,2007,151.632,121.074,12775516
Malta,Europe,6.688,2007,6687.582,32.061,403834
Marshall Islands,Oceania,2.498,2007,2497.948,129.479,55258
Mauritania,Africa,0.621,2007,621.387,107.059,3024194
Mauritius,Africa,2.743,2007,2742.754,59.66,1228254
Mexico,North America,4.187,2007,4187.212,49.587,106005203
Moldova,Europe,2.833,2007,2832.852,86.503,3595187
Mongolia,Asia,5.02,2007,5019.626,136.63,2526424
Montenegro,Europe,3.41,2007,3409.783,58.67,614261
Morocco,Africa,1.487,2007,1487.309,78.65,30455561
Mozambique,Africa,0.103,2007,102.891,156.083,20493925
Myanmar,Asia,0.209,2007,209.385,174.802,48949924
Namibia,Africa,1.306,2007,1305.746,129.031,1938320
Nepal,Asia,0.102,2007,101.961,140.798,25744500
Netherlands,Europe,10.045,2007,10044.748,28.179,16319868
New Zealand,Oceania,7.877,2007,7876.794,14.128,4133900
Nicaragua,North America,0.841,2007,840.777,52.382,5438690
Niger,Africa,0.056,2007,55.838,161.201,13624467
Nigeria,Africa,0.554,2007,554.326,104.93,138865016
Norway,Europe,8.016,2007,8016.304,17.134,4623291
Oman,Asia,15.904,2007,15904.186,66.332,2511251
Pakistan,Asia,0.872,2007,871.591,147.978,160304008
Panama,North America,2.166,2007,2165.811,27.772,3330217
Papua New Guinea,Oceania,0.742,2007,741.72,290.533,6494903
Paraguay,South America,0.62,2007,620.162,55.776,5824096
Peru,South America,1.193,2007,1193.306,47.83,27866145
Philippines,Asia,0.819,2007,818.965,111.696,86326250
Poland,Europe,8.221,2007,8220.761,48.878,38165445
Portugal,Europe,5.577,2007,5577.179,25.65,10503330
Qatar,Asia,40.897,2007,40896.524,89.07,865416
Romania,Europe,4.632,2007,4632.001,60.61,21319685
Russian Federation,Europe,11.611,2007,11611.279,75.94,143518523
Rwanda,Africa,0.063,2007,62.542,145.328,8840215
Saint Lucia,North America,2.863,2007,2863.21,51.321,163417
Saint Vincent and the Grenadines,North America,2.488,2007,2488.112,56.099,108614
Samoa,Oceania,1.099,2007,1098.629,83.58,179727
Sao Tome and Principe,Africa,0.481,2007,481.067,135.223,157472
Saudi Arabia,Asia,14.081,2007,14080.833,69.969,23816183
Senegal,Africa,0.531,2007,530.5,114.135,11090116
Serbia,Europe,6.971,2007,6971.408,81.05,7440769
Seychelles,Africa,4.704,2007,4704.056,49.911,82858
Sierra Leone,Africa,0.083,2007,83.477,192.21,5645624
Singapore,Asia,8.345,2007,8344.595,33.311,4265762
Slovakia,Europe,6.92,2007,6919.556,53.404,5372807
Slovenia,Europe,8.067,2007,8066.906,31.605,2000474
Solomon Islands,Oceania,0.691,2007,690.87,219.257,469918
Somalia,Africa,0.056,2007,55.956,200.921,10446863
South Africa,Africa,8.084,2007,8083.508,95.536,47880601
South Sudan,Africa,0.141,2007,140.707,174.75,7535932
Spain,Europe,7.842,2007,7842.252,22.215,43653155
Sri Lanka,Asia,0.685,2007,684.909,66.303,19544988
Sudan,Africa,0.431,2007,431.389,134.026,30949516
Suriname,South America,2.758,2007,2758.318,58.957,499464
Sweden,Europe,5.153,2007,5152.987,14.54,9029572
Switzerland,Europe,5.766,2007,5766.034,18.623,7437115
Syria,Asia,3.199,2007,3199.476,67.626,18361176
Tajikistan,Asia,0.463,2007,462.998,108.013,6789321
Tanzania,Africa,0.145,2007,145.275,114.117,38450320
Thailand,Asia,3.394,2007,3393.518,47.501,65416189
Timor-Leste,Asia,0.193,2007,192.978,122.066,995135
Togo,Africa,0.253,2007,253.363,144.349,5611640
Tonga,Oceania,1.267,2007,1267.341,89.558,100905
Trinidad and Tobago,North America,15.667,2007,15667.393,65.444,1296502
Tunisia,Africa,2.402,2007,2401.81,57.12,10106771
Turkey,Asia,4.153,2007,4152.951,53.216,67903469
Turkmenistan,Asia,12.008,2007,12007.863,100.433,4754646
Uganda,Africa,0.097,2007,97.333,136.649,27684585
Ukraine,Europe,6.711,2007,6711.338,87.068,47105150
United Arab Emirates,Asia,21.37,2007,21370.286,83.828,4588225
United Kingdom,Europe,8.651,2007,8650.99,25.371,60401206
United States,North America,19.043,2007,19042.914,26.634,295516599
Uruguay,South America,1.756,2007,1755.832,27.234,3321803
Uzbekistan,Asia,4.562,2007,4562.305,132.863,26167000
Vanuatu,Oceania,0.501,2007,501.221,163.155,209282
Vietnam,Asia,1.231,2007,1230.865,80.959,83832661
Zambia,Africa,0.158,2007,158.363,130.578,11856247
Zimbabwe,Africa,0.796,2007,796.35,164.896,12076699
Afghanistan,Asia,0.128,2008,128.417,255.176,26433049
Albania,Europe,1.384,2008,1384.311,53.733,2992547
Algeria,Africa,3.102,2008,3102.451,51.006,33641002
Andorra,Europe,6.439,2008,6439.304,19.06,80993
Angola,Africa,0.889,2008,888.658,150.63,20149901
Antigua and Barbuda,North America,5.621,2008,5621.004,40.77,82704
Argentina,South America,4.172,2008,4172.389,39.122,39289878
Armenia,Asia,1.957,2008,1956.93,85.268,2958307
Australia,Oceania,18.304,2008,18303.748,14.922,20697900
Austria,Europe,8.5,2008,8499.674,24.068,8268641
Azerbaijan,Asia,3.475,2008,3474.679,105.335,8484550
Bahrain,Asia,22.213,2008,22213.351,93.34,958418
Bangladesh,Asia,0.288,2008,288.141,145.464,140921167
Barbados,North America,6.358,2008,6358.369,43.537,277477
Belarus,Europe,6.353,2008,6352.865,75.72,9604924
Belgium,Europe,9.984,2008,9984.152,26.378,10547958
Belize,North America,1.63,2008,1629.609,58.848,291329
Benin,Africa,0.462,2008,462.233,136.645,8216897
Bhutan,Asia,0.447,2008,446.687,101.533,657410
Bolivia,South America,1.349,2008,1348.563,77.372,9395446
Bosnia and Herzegovina,Europe,5.53,2008,5529.717,64.227,3765424
Botswana,Africa,2.292,2008,2291.667,78.573,1835908
Brazil,South America,1.946,2008,1945.682,41.468,188167356
Brunei,Asia,20.848,2008,20847.719,30.602,370263
Bulgaria,Europe,6.679,2008,6678.624,68.939,7601022
Burkina Faso,Africa,0.116,2008,115.727,152.079,13829176
Burundi,Africa,0.022,2008,22.151,177.716,7607849
Cambodia,Asia,0.292,2008,292.426,145.091,13477709
Cameroon,Africa,0.332,2008,331.902,152.653,18223674
Canada,North America,16.557,2008,16556.923,17.144,32571174
Cape Verde,Africa,0.998,2008,998.241,59.089,469170
Central African Republic,Africa,0.04,2008,39.781,222.823,4118069
Chad,Africa,0.048,2008,48.285,178.886,10457124
Chile,South America,4.069,2008,4069.246,30.991,16354504
China,Asia,5.435,2008,5435.076,102.948,1311020000
Colombia,South America,1.351,2008,1350.809,36.122,43200897
Comoros,Africa,0.167,2008,167.37,24.688,626425
Costa Rica,North America,1.685,2008,1684.919,48.167,4345412
Croatia,Europe,5.042,2008,5042.108,38.104,4311159
Cuba,North America,2.381,2008,2380.534,40.573,11261248
Cyprus,Europe,7.85,2008,7849.714,39.32,1045507
Czech Republic,Europe,11.393,2008,11392.828,27.138,10238905
Denmark,Europe,9.125,2008,9125.129,98.12,5437272
Djibouti,Africa,0.576,2008,575.726,42.128,794563
Dominica,North America,2.541,2008,2541.332,37.814,70718
Dominican Republic,North America,2.176,2008,2175.918,37.986,9218686
Ecuador,South America,2.18,2008,2180.144,52.875,14059384
El Salvador,North America,1.127,2008,1126.918,105.577,6079399
Equatorial Guinea,Africa,11.361,2008,11361.009,166.098,784496
Eritrea,Africa,0.147,2008,146.925,33.804,2918205
Estonia,Europe,13.761,2008,13761.227,139.885,1346810
Ethiopia,Africa,0.078,2008,78.272,127.469,78489206
Fiji,Oceania,1.147,2008,1147.446,14.15,827870
Finland,Europe,10.664,2008,10663.607,16.991,5266268
France,Europe,5.561,2008,5561.011,91.987,63621381
Gabon,Africa,3.47,2008,3470.443,23.837,1430152
Germany,Europe,9.617,2008,9617.453,133.108,82376451
Ghana,Africa,0.368,2008,367.512,32.473,22379055
Greece,Europe,9.064,2008,9064.041,54.261,11020362
Grenada,North America,2.75,2008,2749.936,92.682,104933
Guatemala,North America,0.818,2008,818.091,178.649,13397021
Guinea,Europe,0.206,2008,206.391,198.98,9307425
Guinea-Bissau,Africa,0.152,2008,152.045,77.045,1377581
Guyana,South America,2.142,2008,2142.432,145.083,746343
Haiti,North America,0.21,2008,210.437,62.983,9344785
Honduras,North America,1.076,2008,1076.312,54.071,7634298
Hungary,Europe,5.281,2008,5280.833,14.523,10071370
Iceland,Europe,6.868,2008,6868.002,148.552,303782
India,Asia,1.186,2008,1186.321,83.339,1165486291
Indonesia,Asia,1.597,2008,1597.403,87.357,229318262
Iraq,Asia,3.105,2008,3105.08,23.561,27448124
Ireland,Europe,10.197,2008,10197.026,29.621,4273591
Israel,Asia,9.127,2008,9127.353,22.469,7053700
Italy,Europe,7.564,2008,7564.248,34.933,58143979
Jamaica,North America,3.458,2008,3458.107,15.488,2754407
Japan,Asia,9.044,2008,9044.142,58.45,127854000
Jordan,Asia,3.052,2008,3051.946,84.168,5991540
Kazakhstan,Asia,15.341,2008,15340.746,116.753,15308084
Kenya,Africa,0.249,2008,249.045,178.918,37649033
Kiribati,Oceania,0.608,2008,607.533,46.034,94343
Kuwait,Asia,28.554,2008,28554.108,115.755,2373672
Kyrgyzstan,Asia,1.412,2008,1411.999,178.306,5218400
Laos,Asia,0.339,2008,339.032,56.832,5846074
Latvia,Europe,3.725,2008,3724.759,54.771,2218357
Lebanon,Asia,3.914,2008,3914.165,178,4759753
Lesotho,Africa,0.231,2008,231.49,131.732,1989939
Liberia,Africa,0.15,2008,149.673,63.208,3329211
Libya,Africa,8.792,2008,8792.257,47.994,5886872
Lithuania,Europe,4.084,2008,4083.508,23.045,3269909
Luxembourg,Europe,22.552,2008,22551.93,68.979,472637
Madagascar,Africa,0.089,2008,89.016,179.208,18880269
Malawi,Africa,0.07,2008,69.931,137.54,12973699
Malaysia,Asia,7.45,2008,7450.065,60.449,26201961
Maldives,Asia,2.533,2008,2533.135,49.892,327487
Mali,Africa,0.147,2008,147.376,118.79,13203378
Malta,Europe,6.644,2008,6644.21,31.167,405308
Marshall Islands,Oceania,2.315,2008,2314.567,128.915,55767
Mauritania,Africa,0.576,2008,576.415,104.285,3111906
Mauritius,Africa,2.789,2008,2789.118,59.792,1233996
Mexico,North America,4.147,2008,4146.991,47.785,107560153
Moldova,Europe,2.842,2008,2841.737,83,3585209
Mongolia,Asia,4.928,2008,4928.001,129.279,2558856
Montenegro,Europe,4.36,2008,4360.025,58.033,615025
Morocco,Africa,1.542,2008,1542.008,78.564,30804683
Mozambique,Africa,0.101,2008,100.554,156.104,21080110
Myanmar,Asia,0.158,2008,158.223,169.312,49301050
Namibia,Africa,1.444,2008,1443.685,120.544,1971317
Nepal,Asia,0.112,2008,112.125,141.098,26066693
Netherlands,Europe,10.046,2008,10046.461,26.908,16346101
New Zealand,Oceania,8.022,2008,8021.503,13.767,4184600
Nicaragua,North America,0.794,2008,794.01,49.332,5513763
Niger,Africa,0.056,2008,56.39,157.829,14143971
Nigeria,Africa,0.578,2008,578.494,102.267,142538308
Norway,Europe,7.732,2008,7732.458,16.68,4660677
Oman,Asia,15.017,2008,15016.598,65.358,2580758
Pakistan,Asia,0.828,2008,828.202,146.093,164022627
Panama,North America,2.076,2008,2076.103,27.599,3391666
Papua New Guinea,Oceania,0.682,2008,682.32,290.073,6646895
Paraguay,South America,0.71,2008,710.375,55.963,5913209
Peru,South America,1.341,2008,1340.577,45.116,28102056
Philippines,Asia,0.827,2008,826.715,113.352,87888675
Poland,Europe,8.087,2008,8087.183,48.297,38141267
Portugal,Europe,5.384,2008,5383.505,24.545,10522288
Qatar,Asia,36.919,2008,36918.708,85.733,1022711
Romania,Europe,4.646,2008,4646.05,57.524,21193760
Russian Federation,Europe,11.596,2008,11595.646,70.215,143049528
Rwanda,Africa,0.059,2008,58.796,137.857,9043337
Saint Lucia,North America,2.882,2008,2882.167,49.439,165381
Saint Vincent and the Grenadines,North America,2.306,2008,2306.252,54.322,108603
Samoa,Oceania,0.928,2008,927.593,84.072,180876
Sao Tome and Principe,Africa,0.526,2008,525.941,132.405,161681
Saudi Arabia,Asia,15.054,2008,15053.768,71.715,24498310
Senegal,Africa,0.536,2008,536.457,113.104,11382268
Serbia,Europe,6.779,2008,6779.387,79.042,7411569
Seychelles,Africa,4.83,2008,4830.029,49.021,84600
Sierra Leone,Africa,0.085,2008,84.779,189.914,5829237
Singapore,Asia,7.939,2008,7939.007,31.72,4401365
Slovakia,Europe,6.897,2008,6896.894,52.421,5373054
Slovenia,Europe,8.588,2008,8588.464,29.983,2006868
Solomon Islands,Oceania,0.636,2008,635.72,217.658,481078
Somalia,Africa,0.054,2008,54.399,196.907,10763905
South Africa,Africa,8.573,2008,8572.61,95.233,48489459
South Sudan,Africa,0.142,2008,141.926,175.312,7907406
Spain,Europe,7.056,2008,7056.388,21.045,44397319
Sri Lanka,Asia,0.641,2008,641.013,66.045,19695972
Sudan,Africa,0.452,2008,452.197,130.137,31661823
Suriname,South America,2.823,2008,2823.318,57.533,505295
Sweden,Europe,5.006,2008,5005.62,14.393,9080505
Switzerland,Europe,5.879,2008,5878.911,18.062,7483934
Syria,Asia,3.159,2008,3159.112,65.972,19059258
Tajikistan,Asia,0.422,2008,421.641,106.364,6922587
Tanzania,Africa,0.145,2008,145.267,112.57,39548663
Thailand,Asia,3.421,2008,3420.662,46.016,65812536
Timor-Leste,Asia,0.199,2008,198.971,116.623,1016432
Togo,Africa,0.258,2008,258.079,141.819,5762880
Tonga,Oceania,1.257,2008,1257.448,88.656,101706
Trinidad and Tobago,North America,15.231,2008,15230.717,62.468,1302561
Tunisia,Africa,2.425,2008,2424.522,56.245,10201214
Turkey,Asia,4.078,2008,4078.325,52.605,68756810
Turkmenistan,Asia,12.01,2008,12010.296,100.047,4810109
Uganda,Africa,0.098,2008,97.595,131.738,28571475
Ukraine,Europe,6.511,2008,6511.28,82.7,46787750
United Arab Emirates,Asia,22.011,2008,22011.469,83.121,5300174
United Kingdom,Europe,8.338,2008,8337.892,24.637,60846820
United States,North America,18.278,2008,18278.494,25.934,298379912
Uruguay,South America,2.32,2008,2320.206,26.129,3325401
Uzbekistan,Asia,4.72,2008,4720.395,129.615,26488250
Vanuatu,Oceania,0.445,2008,445.038,161.884,214370
Vietnam,Asia,1.363,2008,1363.466,79.446,84617540
Zambia,Africa,0.17,2008,170.448,126.594,12173514
Zimbabwe,Africa,0.614,2008,613.916,166.135,12155491
Afghanistan,Asia,0.172,2009,171.862,246.521,27100536
Albania,Europe,1.441,2009,1441.494,49.713,2970017
Algeria,Africa,3.175,2009,3174.573,50.077,34166972
Andorra,Europe,6.157,2009,6156.687,18.79,82684
Angola,Africa,0.939,2009,939.404,142.404,20905363
Antigua and Barbuda,North America,16.024,2009,16024.348,39.638,84026
Argentina,South America,3.868,2009,3867.57,40.235,39684295
Armenia,Asia,1.562,2009,1561.584,82.938,2932618
Australia,Oceania,18.223,2009,18223.1,14.921,20827600
Austria,Europe,7.721,2009,7721.144,23.628,8295487
Azerbaijan,Asia,2.85,2009,2850.04,99.87,8581300
Bahrain,Asia,20.859,2009,20859.439,88.864,1035919
Bangladesh,Asia,0.307,2009,306.665,147.134,142660376
Barbados,North America,16.435,2009,16435.023,42.038,278700
Belarus,Europe,6.039,2009,6039.192,70.993,9560953
Belgium,Europe,9.232,2009,9231.701,26.185,10625700
Belize,North America,4.64,2009,4640.003,56.002,299025
Benin,Africa,0.494,2009,494.147,133.739,8454793
Bhutan,Asia,0.472,2009,471.747,98.473,664876
Bolivia,South America,1.416,2009,1416.317,75.867,9558439
Bosnia and Herzegovina,Europe,5.511,2009,5511.323,66.134,3762786
Botswana,Africa,2.145,2009,2144.874,76.951,1875459
Brazil,South America,1.805,2009,1805.18,40.425,190130443
Brunei,Asia,20.5,2009,20500.023,30.331,374965
Bulgaria,Europe,5.764,2009,5764.031,66.55,7545338
Burkina Faso,Africa,0.114,2009,114.259,148.768,14252021
Burundi,Africa,0.021,2009,21.435,171.761,7862214
Cambodia,Asia,0.337,2009,337.032,139.739,13679962
Cameroon,Africa,0.355,2009,355.231,149.877,18730282
Canada,North America,15.502,2009,15502.145,16.932,32889025
Cape Verde,Africa,1.048,2009,1047.944,57.379,475060
Central African Republic,Africa,0.039,2009,39.192,221.025,4198010
Chad,Africa,0.068,2009,68.338,178.669,10818024
Chile,South America,3.876,2009,3875.95,30.531,16530195
China,Asia,5.798,2009,5798.319,97.836,1317885000
Colombia,South America,1.386,2009,1385.697,34.216,43737516
Comoros,Africa,0.208,2009,207.946,21.551,641620
Costa Rica,North America,1.593,2009,1592.66,48.396,4404628
Croatia,Europe,4.718,2009,4717.572,37.652,4310217
Cuba,North America,2.403,2009,2403.197,38.935,11251122
Cyprus,Europe,7.54,2009,7540.372,38.715,1063713
Czech Republic,Europe,10.644,2009,10644.454,26.918,10298828
Denmark,Europe,8.678,2009,8678.105,96.19,5461438
Djibouti,Africa,0.568,2009,567.756,41.243,805451
Dominica,North America,7.057,2009,7057.362,37.31,70795
Dominican Republic,North America,2.053,2009,2052.891,37.578,9338861
Ecuador,South America,2.335,2009,2335.118,54.412,14296557
El Salvador,North America,1.085,2009,1084.824,100.852,6105810
Equatorial Guinea,Africa,10.77,2009,10769.874,163.368,821687
Eritrea,Africa,0.151,2009,150.645,32.434,2996536
Estonia,Europe,11.278,2009,11277.505,133.771,1340680
Ethiopia,Africa,0.077,2009,76.613,127.981,80674348
Fiji,Oceania,1.136,2009,1136.316,13.923,836190
Finland,Europe,10.148,2009,10148.213,16.524,5288720
France,Europe,5.312,2009,5312.096,89.289,64016225
Gabon,Africa,3.314,2009,3314.371,23.459,1472575
Germany,Europe,8.972,2009,8971.786,132.474,82266372
Ghana,Africa,0.414,2009,414.134,33.233,22963946
Greece,Europe,8.53,2009,8529.743,54.26,11048473
Grenada,North America,7.657,2009,7656.895,85.613,105190
Guatemala,North America,0.846,2009,846.417,178.541,13700327
Guinea,Europe,0.213,2009,212.756,199.247,9518162
Guinea-Bissau,Africa,0.155,2009,154.995,74.872,1411543
Guyana,South America,2.18,2009,2179.966,142.506,746474
Haiti,North America,0.203,2009,203.102,61.609,9495328
Honduras,North America,0.99,2009,990.089,53.863,7808518
Hungary,Europe,4.773,2009,4773.189,14.11,10055780
Iceland,Europe,6.625,2009,6624.824,148.056,311566
India,Asia,1.285,2009,1285.084,82.464,1183209472
Indonesia,Asia,1.639,2009,1638.92,82.448,232374245
Iraq,Asia,3.251,2009,3251.285,22.189,27911248
Ireland,Europe,8.943,2009,8943.031,29.039,4398942
Israel,Asia,8.781,2009,8780.86,21.989,7180100
Italy,Europe,6.719,2009,6718.97,37.378,58438310
Jamaica,North America,2.818,2009,2818.474,15.181,2768227
Japan,Asia,8.598,2009,8598.249,53.504,128001000
Jordan,Asia,2.997,2009,2997.131,81.886,6255280
Kazakhstan,Asia,13.274,2009,13273.62,114.754,15484192
Kenya,Africa,0.286,2009,286.295,177.341,38705932
Kiribati,Oceania,0.594,2009,594.483,45.377,96527
Kuwait,Asia,27.525,2009,27525.301,112.441,2504019
Kyrgyzstan,Asia,1.256,2009,1255.735,171.744,5268400
Laos,Asia,0.413,2009,413.101,53.966,5944948
Latvia,Europe,3.437,2009,3436.572,54.541,2200325
Lebanon,Asia,4.55,2009,4550.152,179.069,4767344
Lesotho,Africa,0.266,2009,266.314,129.156,1986922
Liberia,Africa,0.144,2009,143.842,61.91,3461911
Libya,Africa,9.195,2009,9194.672,48.683,5974787
Lithuania,Europe,3.696,2009,3695.956,21.898,3231294
Luxembourg,Europe,20.973,2009,20972.993,67.846,479993
Madagascar,Africa,0.082,2009,82.162,174.923,19433530
Malawi,Africa,0.069,2009,69.365,132.123,13341806
Malaysia,Asia,6.56,2009,6559.573,59.276,26720370
Maldives,Asia,2.575,2009,2575.052,46.343,335169
Mali,Africa,0.172,2009,172.137,117.161,13651464
Malta,Europe,6.085,2009,6085.188,30.417,406724
Marshall Islands,Oceania,2.489,2009,2488.668,127.15,56051
Mauritania,Africa,0.693,2009,692.519,101.634,3202517
Mauritius,Africa,2.742,2009,2741.639,57.125,1239630
Mexico,North America,3.987,2009,3986.791,46.483,109170502
Moldova,Europe,2.667,2009,2667.275,78.816,3576910
Mongolia,Asia,5.101,2009,5101.365,121.454,2593820
Montenegro,Europe,2.83,2009,2830.369,56.41,615875
Morocco,Africa,1.527,2009,1526.821,77.65,31163673
Mozambique,Africa,0.109,2009,108.759,155.741,21673316
Myanmar,Asia,0.149,2009,149.054,162.732,49621475
Namibia,Africa,1.451,2009,1451.198,112.509,2006514
Nepal,Asia,0.144,2009,144.326,141.479,26382581
Netherlands,Europe,9.709,2009,9708.786,25.655,16381696
New Zealand,Oceania,7.244,2009,7244.457,13.587,4223800
Nicaragua,North America,0.764,2009,764.071,48.598,5590055
Niger,Africa,0.068,2009,68.168,153.298,14685399
Nigeria,Africa,0.499,2009,498.623,98.903,146339977
Norway,Europe,7.752,2009,7751.527,16.516,4709153
Oman,Asia,15.155,2009,15155.487,64.277,2657158
Pakistan,Asia,0.827,2009,826.888,143.817,167808105
Panama,North America,2.431,2009,2430.701,26.786,3453675
Papua New Guinea,Oceania,0.704,2009,704.011,287.468,6808514
Paraguay,South America,0.741,2009,741.405,53.536,5998427
Peru,South America,1.43,2009,1429.878,43.554,28333052
Philippines,Asia,0.826,2009,825.631,114.39,89405482
Poland,Europe,7.792,2009,7791.547,48.092,38120560
Portugal,Europe,5.327,2009,5327.279,23.886,10542964
Qatar,Asia,32.672,2009,32671.8,82.916,1218434
Romania,Europe,3.963,2009,3962.688,54.292,20882982
Russian Federation,Europe,10.832,2009,10832.134,66.398,142805088
Rwanda,Africa,0.06,2009,60.31,131.274,9273757
Saint Lucia,North America,7.955,2009,7954.803,47.236,167639
Saint Vincent and the Grenadines,North America,8.218,2009,8218.444,52.47,108518
Samoa,Oceania,0.975,2009,975.33,85.167,182046
Sao Tome and Principe,Africa,0.512,2009,511.721,128.096,166300
Saudi Arabia,Asia,15.266,2009,15265.692,73.104,25184597
Senegal,Africa,0.541,2009,540.734,111.474,11687080
Serbia,Europe,6.402,2009,6402.299,76.658,7381579
Seychelles,Africa,5.155,2009,5154.757,47.931,85033
Sierra Leone,Africa,0.083,2009,82.898,187.514,5989633
Singapore,Asia,7.785,2009,7785.35,30.299,4588599
Slovakia,Europe,6.295,2009,6295.478,52.127,5374622
Slovenia,Europe,7.604,2009,7604.175,28.634,2018122
Solomon Islands,Oceania,0.641,2009,640.55,215.33,492132
Somalia,Africa,0.052,2009,52.058,194.601,11080121
South Africa,Africa,8.008,2009,8007.606,92.479,49119759
South Sudan,Africa,0.141,2009,141.103,173.583,8315139
Spain,Europe,6.201,2009,6200.857,20.654,45226803
Sri Lanka,Asia,0.611,2009,610.729,66.06,19842044
Sudan,Africa,0.458,2009,458.208,125.681,32360621
Suriname,South America,2.772,2009,2771.868,55.971,511181
Sweden,Europe,4.611,2009,4611.489,14.224,9148092
Switzerland,Europe,5.639,2009,5639.327,17.545,7551117
Syria,Asia,2.862,2009,2862.415,66.089,19878254
Tajikistan,Asia,0.327,2009,327.234,105.327,7062672
Tanzania,Africa,0.138,2009,137.671,110.757,40681414
Thailand,Asia,3.294,2009,3294.01,44.638,66182067
Timor-Leste,Asia,0.214,2009,214.096,112.593,1036392
Togo,Africa,0.451,2009,451.139,140.209,5920359
Tonga,Oceania,1.347,2009,1347.488,87.812,102581
Trinidad and Tobago,North America,14.414,2009,14414.186,61.151,1308451
Tunisia,Africa,2.403,2009,2402.693,55.547,10304726
Turkey,Asia,4.036,2009,4035.675,51.473,69581848
Turkmenistan,Asia,10.461,2009,10461.36,96.767,4870141
Uganda,Africa,0.107,2009,106.969,126.133,29486338
Ukraine,Europe,5.464,2009,5463.665,83.948,46509350
United Arab Emirates,Asia,19.832,2009,19832.349,82.335,6168838
United Kingdom,Europe,7.491,2009,7490.654,23.628,61322463
United States,North America,16.809,2009,16808.699,25.118,301231207
Uruguay,South America,2.29,2009,2289.774,27.326,3331749
Uzbekistan,Asia,4.197,2009,4196.648,127.919,26868000
Vanuatu,Oceania,0.565,2009,564.618,160.801,219472
Vietnam,Asia,1.519,2009,1518.964,77.567,85419591
Zambia,Africa,0.188,2009,188.42,122.265,12502958
Zimbabwe,Africa,0.619,2009,618.665,167.151,12255922
Afghanistan,Asia,0.244,2010,243.614,237.51,27722276
Albania,Europe,1.528,2010,1527.624,48.409,2947314
Algeria,Africa,3.174,2010,3173.655,48.914,34730608
Andorra,Europe,6.157,2010,6157.198,18.614,83862
Angola,Africa,0.976,2010,976.184,136.309,21695634
Antigua and Barbuda,North America,5.566,2010,5566.284,38.986,85397
Argentina,South America,4.1,2010,4099.69,38.337,40080160
Armenia,Asia,1.508,2010,1508.351,81.782,2907618
Australia,Oceania,17.59,2010,17590.069,14.647,21249200
Austria,Europe,8.365,2010,8365.015,22.775,8321496
Azerbaijan,Asia,2.685,2010,2684.903,97.724,8763400
Bahrain,Asia,20.929,2010,20928.965,83.008,1114641
Bangladesh,Asia,0.343,2010,342.74,145.799,144304167
Barbados,North America,5.494,2010,5493.902,41.02,279946
Belarus,Europe,6.503,2010,6502.643,70.046,9527985
Belgium,Europe,9.795,2010,9794.792,26.07,10709973
Belize,North America,1.737,2010,1736.623,53.505,306823
Benin,Africa,0.525,2010,525.043,131.578,8696921
Bhutan,Asia,0.584,2010,583.514,95.367,671613
Bolivia,South America,1.51,2010,1509.663,73.655,9721454
Bosnia and Herzegovina,Europe,5.624,2010,5624.106,63.174,3754271
Botswana,Africa,1.696,2010,1695.934,79.598,1915639
Brazil,South America,2.033,2010,2033.226,39.407,192030362
Brunei,Asia,18.449,2010,18449.235,29.842,379421
Bulgaria,Europe,6.05,2010,6049.544,64.065,7492561
Burkina Faso,Africa,0.147,2010,146.746,145.954,14689725
Burundi,Africa,0.035,2010,34.58,166.093,8126102
Cambodia,Asia,0.359,2010,359.134,134.588,13883834
Cameroon,Africa,0.345,2010,344.62,147.028,19252666
Canada,North America,15.792,2010,15792.141,16.518,33247118
Cape Verde,Africa,1.096,2010,1096.126,56.155,480842
Central African Republic,Africa,0.039,2010,38.753,219.23,4273366
Chad,Africa,0.104,2010,103.747,176.884,11183588
Chile,South America,4.088,2010,4087.905,28.88,16708258
China,Asia,6.335,2010,6335.418,95.439,1324655000
Colombia,South America,1.405,2010,1405.489,33.073,44254975
Comoros,Africa,0.246,2010,246.485,21.361,657229
Costa Rica,North America,1.553,2010,1553.293,47.751,4463125
Croatia,Europe,4.53,2010,4530.399,37.765,4309705
Cuba,North America,2.504,2010,2504.046,36.575,11236971
Cyprus,Europe,7.1,2010,7100.377,38.465,1081563
Czech Republic,Europe,10.717,2010,10716.594,25.797,10384603
Denmark,Europe,8.674,2010,8673.891,93.653,5493621
Djibouti,Africa,0.619,2010,618.905,40.331,816358
Dominica,North America,2.54,2010,2539.611,36.773,70827
Dominican Republic,North America,2.133,2010,2133.033,36.874,9458075
Ecuador,South America,2.481,2010,2481.495,51.973,14535739
El Salvador,North America,1.058,2010,1057.589,96.862,6131764
Equatorial Guinea,Africa,10.544,2010,10544.275,160.669,860840
Eritrea,Africa,0.158,2010,157.707,29.229,3062779
Estonia,Europe,14.27,2010,14269.889,127.592,1337090
Ethiopia,Africa,0.074,2010,73.825,127.822,82916235
Fiji,Oceania,1.349,2010,1349.126,13.455,845361
Finland,Europe,11.659,2010,11658.753,16.329,5313399
France,Europe,5.348,2010,5348.198,87.636,64374984
Gabon,Africa,3.546,2010,3546.479,23.303,1518540
